halte_ID,halte_Name,halte_City,halteLat,halteLon
B00058P,Apartemen Simprug Teras,Jakarta Selatan,-6.232197,106.78874
B02665P,Ps. Pondok Bambu 1,Jakarta Timur,-6.238102,106.90243
B06668P,Bengkel Jln. Letjen Suprapto,Jakarta Pusat,-6.174721,106.85362
B05787P,TPU Kb. Pala 2,Jakarta Timur,-6.265549,106.88013
B02426P,Merpati,Jakarta Selatan,-6.232175,106.84496
B04565P,Sbr. TPU Karet Bivak,Jakarta Pusat,-6.201088,106.81384
P00124,Latuharhary,Jakarta Pusat,-6.202761,106.82771
B01467P,Jln. Pemancingan Srengseng,Jakarta Barat,-6.206771,106.7586
B01514P,Jln. Pontian Halim,Jakarta Timur,-6.249205,106.89336
B03281P,Rusun Komarudin,Jakarta Timur,-6.208781,106.94252
B04234P,Sbr. Pos Ayam,Jakarta Utara,-6.120909,106.92693
B02848P,Pintu Kawasan 2,Jakarta Timur,-6.1896,106.90629
B02379P,Masjid Raya KH Hasyim Asyari,Jakarta Barat,-6.159272,106.71708
B04443P,Sbr. SMK Kartika X-2,Jakarta Selatan,-6.252352,106.75638
B03015P,Puri Kembangan,Jakarta Barat,-6.188874,106.73514
B05712P,Term. Kota Intan,Jakarta Barat,-6.132323,106.81115
B03066P,Puskesmas Tambora,Jakarta Barat,-6.147656,106.80718
B05828P,Univ. Darma Persada 2,Jakarta Timur,-6.230546,106.92473
B00144P,Bintaro,Jakarta Selatan,-6.271245,106.75133
B02584P,Ps. Bebek Marunda 2,Jakarta Utara,-6.111296,106.94801
