halte_ID,halte_Name,halte_City,halteLat,halteLon
P00253,Tegalan,Jakarta Timur,-6.203101,106.85715
B02026P,Komplek Ddn Bintara Jaya,Jakarta Timur,-6.242328,106.94271
B05325P,SMKN 60,Jakarta Barat,-6.185923,106.77188
B01424P,Jln. Nusa Indah IV,Jakarta Timur,-6.218007,106.93406
B02218P,Margaguna 2,Jakarta Selatan,-6.26343,106.78772
B02912P,Polsek Pasar Rebo,Jakarta Timur,-6.336745,106.8681
B02959P,Pos Jaga Utama 2,Jakarta Timur,-6.261242,106.88827
B05442P,St. Gambir 2,Jakarta Pusat,-6.17568,106.8307
B04889P,Simpang Kaliabang Rorotan 1,Jakarta Utara,-6.154064,106.97107
B06868P,Sbr. RS Harapan Bunda,Jakarta Timur,-6.30186,106.868013
