halte_ID,halte_Name,halte_City,halteLat,halteLon
B01027P,Jln. Damai PBSI Cilangkap,Jakarta Timur,-6.332964,106.89167
B00325P,Dukuh Atas 3,Jakarta Selatan,-6.20565,106.8225
B06428P,Jln. Galur Sari Barat 2,Jakarta Timur,-6.200101,106.864719
B02433P,Mess Wirayudha 2,Jakarta Timur,-6.242076,106.88072
B04986P,Simpang Mandala Selatan Timur,Jakarta Barat,-6.17199,106.80098
B05774P,Tosari 2,Jakarta Pusat,-6.198915,106.82295
B04273P,Sbr. RPTRA Udara Segar 126,Jakarta Timur,-6.282577,106.86394
B05909P,Yayasan Adi Luhur Gedong,Jakarta Timur,-6.293022,106.85571
B05432P,St. Cikini Selatan,Jakarta Pusat,-6.200967,106.84287
B00770P,Honda Letjen Suprapto,Jakarta Pusat,-6.174933,106.84973
B04395P,Sbr. Sekolah Saint Caroline,Jakarta Utara,-6.157308,106.87164
B03310P,Santa Maria,Jakarta Timur,-6.21939,106.86445
B06727P,Ps. Cipete,Jakarta Selatan,-6.280261,106.807483
B04591P,Sbr. Yayasan Al Azhar Syuhada,Jakarta Selatan,-6.326612,106.8207
B03462P,Sbr. BPJS Jaksel,Jakarta Selatan,-6.249724,106.84327
B02860P,Plaza Blok M,Jakarta Selatan,-6.244978,106.79752
B05584P,Taman DDN,Jakarta Selatan,-6.312565,106.7965
B04740P,Simpang Bundaran Ikan Harapan Indah Raya 1,Luar Jakarta,-6.181458,106.98134
