halte_ID,halte_Name,halte_City,halteLat,halteLon
P00021,Budi Utomo,Jakarta Pusat,-6.166063,106.83906
B03331P,SD Santa Maria Gambir,Jakarta Pusat,-6.167007,106.82442
B00452P,Gg. H. Abdul Rohim Marunda,Jakarta Utara,-6.120614,106.957
B02823P,Pesona Square,Luar Jakarta,-6.379606,106.84312
B06572P,Jln. Kejaksaan Pondok Bambu,Jakarta Timur,-6.23807,106.89957
B02083P,KPAD Joglo,Jakarta Barat,-6.215533,106.72707
B06801P,Sbr. Jln. Kapuk III,Jakarta Timur,-6.217219,106.899917
B02747P,Permai Koja 1,Jakarta Utara,-6.113894,106.89287
B05517P,STEKPI,Jakarta Selatan,-6.255574,106.84966
B02957P,Pos Jaga Trikora 2,Jakarta Timur,-6.241673,106.87978
B00052P,Antena III,Jakarta Selatan,-6.250453,106.79171
B01330P,Jln. Madrasah Al Husna,Jakarta Selatan,-6.299956,106.77531
B02683P,Ps. Sinar Lagoa 1,Jakarta Utara,-6.111659,106.90764
B06176P,Jln. Lorong 104 Timur 2,Jakarta Utara,-6.11414,106.89504
B04639P,Sekolah Muhammadiyah Gelong Baru 1,Jakarta Barat,-6.176013,106.79662
