halte_ID,halte_Name,halte_City,halteLat,halteLon
B02513P,Mushola Almujtahida Rorotan,Jakarta Utara,-6.14607,106.95648
P00184,Pondok Indah 1,Jakarta Selatan,-6.286761,106.77999
B01831P,Karet Kuningan 1,Jakarta Selatan,-6.217406,106.83108
B05991P,Pademangan 1,Jakarta Utara,-6.1337,106.83177
B02956P,Pos Jaga Trikora 1,Jakarta Timur,-6.241638,106.87981
B00947P,Jln. Buaran III,Jakarta Timur,-6.22065,106.91916
B04534P,Sbr. Taman Permata Indah 1,Jakarta Barat,-6.144081,106.78154
B02924P,Pondok Gede Raya,Jakarta Timur,-6.289531,106.88027
B03666P,Sbr. Jln. Busika Raya Ciracas,Jakarta Timur,-6.330074,106.87292
B01872P,Kec. Johar Baru,Jakarta Pusat,-6.182189,106.85617
B06746P,Sbr. Jln. Pangeran Antasari,Jakarta Selatan,-6.275209,106.808665
B03388P,SDN Lebak Bulus 01,Jakarta Selatan,-6.303559,106.78362
B00362P,Flyover Klender 2,Jakarta Timur,-6.213721,106.90252
B04968P,Simpang Lapangan Tembak Raya Bogor,Jakarta Timur,-6.343672,106.86917
