halte_ID,halte_Name,halte_City,halteLat,halteLon
P00093,Jembatan Tiga Arah Utara,Jakarta Utara,-6.133383,106.79267
P00080,Imigrasi Jakarta Timur,Jakarta Timur,-6.214632,106.88227
B01062P,Jln. Gabus Raya,Jakarta Selatan,-6.301222,106.83623
B00154P,BKN 1,Jakarta Timur,-6.258026,106.86955
P00137,Monas,Jakarta Pusat,-6.176248,106.82286
B05728P,Term. Tj. Priok 1,Jakarta Utara,-6.1098,106.88118
B06777P,Ps. Cakung 1,Jakarta Timur,-6.182424,106.935415
B00027P,Al Izhar Pondok Labu 2,Jakarta Selatan,-6.311504,106.79104
B03585P,Sbr. Gereja HKBP Cipete,Jakarta Selatan,-6.272336,106.80074
B02391P,Mayestik 1,Jakarta Selatan,-6.242041,106.79116
B02436P,Metro Sunter,Jakarta Utara,-6.137241,106.87315
B00008P,Adam Malik 1,Jakarta Selatan,-6.236396,106.74776
B00654P,Golden Fatmawati,Jakarta Selatan,-6.276685,106.79761
B03408P,SDN Pesanggrahan 10,Jakarta Selatan,-6.259714,106.75688
B01131P,Jln. H. Nasir Srengseng,Jakarta Barat,-6.205389,106.75825
B00190P,BSI 1,Jakarta Selatan,-6.237724,106.76225
B01905P,Kel. Bintaro,Jakarta Selatan,-6.273047,106.76405
B00395P,Gg. Aim 1,Jakarta Timur,-6.200344,106.9351
B05927P,Yayasan Panti Nugraha,Jakarta Selatan,-6.304477,106.80438
B00288P,Daarus Saada Duri Kosambi,Jakarta Barat,-6.176932,106.7079
B01932P,Kel. Pegangsaan Dua,Jakarta Utara,-6.1546,106.91056
