halte_ID,halte_Name,halte_City,halteLat,halteLon
P00142,Pal Putih,Jakarta Pusat,-6.184631,106.84402
P00199,Ragunan,Jakarta Selatan,-6.305769,106.81949
P00015,Bidara Cina,Jakarta Timur,-6.229724,106.86721
B06066P,Polres Metro Jakpus,Jakarta Pusat,-6.159496,106.8514
B05745P,TIS Square,Jakarta Selatan,-6.243169,106.84798
B02333P,Masjid Jami Asy Syakirin,Jakarta Selatan,-6.351203,106.80153
B00642P,Gereja Tiberias Kelapa Gading,Jakarta Utara,-6.151141,106.90404
B02155P,Satrio 6,Jakarta Selatan,-6.222992,106.82306
P00119,Kuningan Barat,Jakarta Selatan,-6.23725,106.82794
B05316P,SMKN 4,Jakarta Utara,-6.141156,106.95555
B02387P,Matraman 4,Jakarta Timur,-6.199782,106.8545
B02564P,Pangeran Jayakarta 1,Jakarta Barat,-6.137775,106.81766
B03782P,Sbr. Jln. Manunggal Meruya Selatan,Jakarta Barat,-6.203268,106.73889
B03122P,RS Asshobirin 1,Luar Jakarta,-6.258627,106.65185
B00456P,Gg. H. Ahmad Nado,Jakarta Selatan,-6.304413,106.80243
B05150P,Simpang Seruling Musik Raya,Jakarta Utara,-6.17436,106.9095
B04487P,Sbr. SMPN 235,Jakarta Selatan,-6.254607,106.75642
B00275P,Cipulir 1,Jakarta Selatan,-6.237918,106.7749
B02133P,Lenteng Agung,Jakarta Selatan,-6.322025,106.83629
B01913P,Kel. Duren Sawit,Jakarta Timur,-6.230817,106.91423
B06589P,Wisma Islamic Centre,Jakarta Utara,-6.1235,106.91691
