halte_ID,halte_Name,halte_City,halteLat,halteLon
B06560P,Kel. Rawamangun,Jakarta Timur,-6.199099,106.8808
P00024,Buncit Indah,Jakarta Selatan,-6.274333,106.83029
B03236P,Ruko Enggano,Jakarta Utara,-6.10982,106.88493
B01857P,Kebagusan Raya,Jakarta Selatan,-6.296314,106.82703
B02730P,Pengadegan Selatan III,Jakarta Selatan,-6.251274,106.855803
B02748P,Permai Koja 2,Jakarta Utara,-6.113777,106.89326
B00449P,Gg. H Piran,Jakarta Timur,-6.297323,106.89335
B00903P,Jln. Batang Hari Cideng Barat,Jakarta Pusat,-6.173482,106.81125
B06831P,Gg. H. Tohir,Jakarta Selatan,-6.328911,106.833574
B01526P,Jln. Puma Bundaran Kemayoran,Jakarta Pusat,-6.155895,106.85126
B05847P,UP Angkutan Sekolah,Jakarta Timur,-6.287636,106.87258
B02943P,Pool Mayasari Bakti,Jakarta Timur,-6.202095,106.90445
B05790P,TPU Pondok Kelapa,Jakarta Timur,-6.237272,106.94293
P00157,Pasar Modern Harapan Indah,Luar Jakarta,-6.168544,106.97431
B02762P,Pertani,Jakarta Selatan,-6.256308,106.84325
B04504P,Sbr. SPBU Warung Jati,Jakarta Selatan,-6.286956,106.82555
B04919P,Simpang Kelapa Dua H. Kelik,Jakarta Barat,-6.208532,106.76918
B01911P,Kel. Ciracas,Jakarta Timur,-6.328805,106.8775
B02772P,Pertigaan Duren Tiga Raya,Jakarta Selatan,-6.254221,106.82769
