halte_ID,halte_Name,halte_City,halteLat,halteLon
B02505P,Museum Textile,Jakarta Barat,-6.188656,106.80954
P00003,Ancol,Jakarta Utara,-6.127563,106.83039
P00092,Jembatan Merah,Jakarta Pusat,-6.146731,106.83427
B02650P,Ps. Muara Karang,Jakarta Utara,-6.116367,106.77824
B02844P,Pintu Exit Term. Pulo Gebang,Jakarta Timur,-6.210368,106.95232
B06733P,Jln. Pangeran Antasari III,Jakarta Selatan,-6.257481,106.807869
B01674P,Jln. Tegal Amba Rt03,Jakarta Timur,-6.223017,106.90648
B01876P,Kec. Koja,Jakarta Utara,-6.118034,106.91025
B01345P,Jln. Mandala Selatan II,Jakarta Barat,-6.173856,106.80019
B06673P,Tebet Eco Park Utara 1,Jakarta Selatan,-6.23716,106.85246
B01426P,Jln. Nusa Indah VI,Jakarta Timur,-6.218255,106.93619
B02490P,Muara Dalam,Jakarta Selatan,-6.304439,106.85088
B04519P,Sbr. Taman Asem PPSU,Jakarta Utara,-6.117057,106.86973
B01600P,Jln. Sukabumi Selatan,Jakarta Barat,-6.216704,106.76921
B03102P,Rorotan BKT,Jakarta Utara,-6.13934,106.96917
B01317P,Jln. Lapangan Ros III Bukit Duri,Jakarta Selatan,-6.22093,106.85398
B01353P,Jln. Mangga Dua I Selatan,Jakarta Barat,-6.139517,106.81915
