halte_ID,halte_Name,halte_City,halteLat,halteLon
B01059P,Jln. Flamboyan Berdikari,Jakarta Utara,-6.120868,106.89439
B04584P,Sbr. Waduk Pluit,Jakarta Utara,-6.113824,106.79461
B05642P,Taman Puring 2,Jakarta Selatan,-6.242596,106.78793
B05604P,Taman Juang 2,Jakarta Barat,-6.179604,106.80554
B06058P,Kuningan Utama,Jakarta Selatan,-6.21335,106.83547
B00807P,Iskandar Muda,Jakarta Selatan,-6.2443,106.78249
B00555P,Gg. Sawo 2,Jakarta Timur,-6.201669,106.93518
B04933P,Simpang Kembangan Selatan,Jakarta Barat,-6.184495,106.72967
B02528P,Naga Ciracas,Jakarta Timur,-6.331233,106.86725
B01312P,Jln. Lagoa Kanal,Jakarta Utara,-6.111979,106.88416
B00575P,Gg. Umbang Lingkar Timur,Jakarta Timur,-6.189303,106.94454
B03839P,Sbr. Jln. Semanan II,Jakarta Barat,-6.163658,106.70524
B01646P,Jln. Taman Surya I,Jakarta Barat,-6.164861,106.77935
B04309P,Sbr. Ruko Green Lake,Jakarta Barat,-6.177206,106.71073
B01658P,Jln. Tanjakan AURI,Jakarta Timur,-6.187017,106.95789
B00727P,H. Moh Nail,Luar Jakarta,-6.379503,106.85084
