halte_ID,halte_Name,halte_City,halteLat,halteLon
P00104,Karet Sudirman,Jakarta Selatan,-6.212457,106.82003
B01397P,Jln. Metro Duta 1,Jakarta Selatan,-6.283107,106.78028
P00172,Permata Hijau,Jakarta Selatan,-6.221427,106.78325
B04290P,Sbr. RS Moh Ridwan Meuraksa,Jakarta Timur,-6.294767,106.88167
B00562P,Gg. Subuh,Jakarta Timur,-6.211257,106.89058
B00920P,Jln. Bekasi Timur I Jatinegara,Jakarta Timur,-6.215457,106.87083
B01914P,Kel. Duri Kepa,Jakarta Barat,-6.185225,106.77307
B02310P,Masjid Jami Al Fallah,Jakarta Utara,-6.111213,106.92576
B01092P,Jln. Hadiah Utama II,Jakarta Barat,-6.161501,106.77987
B00661P,GOR Pondok Bambu,Jakarta Timur,-6.223465,106.904
B00088P,Awab Dalam,Jakarta Timur,-6.224877,106.8696
B05599P,Taman Jln. Bhakti 2,Jakarta Utara,-6.105763,106.94029
B00184P,BRI Menteng,Jakarta Pusat,-6.186792,106.83514
B02856P,PKB Pulo Gadung,Jakarta Timur,-6.185733,106.90638
B06190P,Jln. Pangkalan Jati VI A,Jakarta Timur,-6.25476,106.90641
B01364P,Jln. Marabahan Cideng,Jakarta Pusat,-6.172066,106.80538
B01308P,Jln. Kunang Kunang 1,Luar Jakarta,-6.256656,107.02149
B04744P,Simpang Bunga Melati Flamboyan,Jakarta Selatan,-6.269955,106.80329
B05147P,Simpang Serdang Swadaya Raya 1,Jakarta Timur,-6.227331,106.9148
B04259P,Sbr. Puskesmas Pegangsaan Dua,Jakarta Utara,-6.181057,106.9142
B01175P,Jln. Jembatan I Balekambang,Jakarta Timur,-6.285812,106.8504
B06540P,Sbr. Taman Gg. Kelor,Jakarta Timur,-6.211317,106.85882
