halte_ID,halte_Name,halte_City,halteLat,halteLon
B04192P,Sbr. Perum Qoriyah Toyibah,Jakarta Barat,-6.19777,106.75877
B01310P,Jln. Kuning Tua,Jakarta Utara,-6.164733,106.90996
B01089P,Jln. H Briti B,Jakarta Barat,-6.186247,106.75508
B02143P,Lion Metal 2,Jakarta Timur,-6.185858,106.95209
B02392P,Mayestik 2,Jakarta Selatan,-6.241772,106.79096
B00377P,Fresh Market PIK,Jakarta Utara,-6.1029,106.74123
B02916P,Poltek Bunda Kandung,Jakarta Selatan,-6.312052,106.83849
B05202P,Simpang Tiga Pulo Gebang Raya,Jakarta Timur,-6.206982,106.95468
B03180P,RS Sumber Waras 1,Jakarta Barat,-6.166392,106.79756
B01450P,Jln. Pancoran Timur III,Jakarta Selatan,-6.249482,106.84661
B04930P,Simpang Kemanggisan Ilir Raya,Jakarta Barat,-6.193066,106.784647
B06182P,Sbr. SMK Nurul Huda,Jakarta Timur,-6.176843,106.93604
B02946P,Pool PPD Kec. Pulo Gadung,Jakarta Timur,-6.199649,106.90477
B04022P,Sbr. Masjid Al Hawi Cililitan,Jakarta Timur,-6.263383,106.86437
B00029P,Al Mahbubiyah,Jakarta Selatan,-6.291866,106.81255
B02063P,Komplek Polri Kalideres,Jakarta Barat,-6.156402,106.7049
B03956P,Sbr. Koko Semesta,Jakarta Utara,-6.115511,106.92671
B01937P,Kel. Pondok Labu,Jakarta Selatan,-6.306356,106.79867
