halte_ID,halte_Name,halte_City,halteLat,halteLon
B05253P,SMAK Penabur Enam 2,Jakarta Utara,-6.115644,106.77506
B02443P,Midi Utama Cililitan 1,Jakarta Timur,-6.264014,106.86929
B03211P,RSUD Koja,Jakarta Utara,-6.108205,106.89982
B05993P,Polsek Pademangan,Jakarta Utara,-6.12944,106.84317
B00041P,Ananda Pulo Gadung,Jakarta Timur,-6.185254,106.90716
B06821P,Jln. Tebet Timur Dalam III,Jakarta Selatan,-6.230881,106.858358
B03133P,RS Duren Sawit,Jakarta Timur,-6.229777,106.90969
B06273P,Tebet Eco Park Utara,Jakarta Selatan,-6.237129,106.85238
B00636P,Gereja Santa Anna 1,Jakarta Timur,-6.233953,106.90998
B03323P,SD Diakonia 2,Jakarta Utara,-6.112346,106.78905
B02580P,Ps. Asemka,Jakarta Barat,-6.140507,106.81149
B01838P,Karet Tengsin,Jakarta Pusat,-6.20698,106.81696
B03996P,Sbr. Lapangan Kaprina,Jakarta Timur,-6.34739,106.88437
B05555P,Sunter Kelapa Gading 2,Jakarta Utara,-6.143194,106.891
B05730P,Teuku Cik Ditiro,Jakarta Pusat,-6.200319,106.83741
B03805P,Sbr. Jln. Palmerah Utara II,Jakarta Pusat,-6.202773,106.79815
B02839P,Pintu Air Kalimati,Jakarta Utara,-6.138809,106.8329
B06170P,Ps. Bambu Kuning,Jakarta Utara,-6.131875,106.85546
B02981P,Pospol Tomang 2,Jakarta Barat,-6.174341,106.80489
B04573P,Sbr. Transvision Tebet,Jakarta Selatan,-6.229498,106.8471
B01652P,Jln. Tanah Abang IV Cideng,Jakarta Pusat,-6.177539,106.81265
B04178P,Sbr. PAUD Bina Keluarga Balita,Jakarta Barat,-6.101793,106.69714
B01701P,Jln. Warakas I Gg. 5,Jakarta Utara,-6.117289,106.87716
B06881P,Jln. Danau Agung 2,Jakarta Utara,-6.14544,106.859926
