halte_ID,halte_Name,halte_City,halteLat,halteLon
B02598P,Ps. Ciplak Cibesel,Jakarta Timur,-6.236104,106.88067
B04301P,Sbr. RSUD Tanah Abang,Jakarta Pusat,-6.191139,106.81506
B03889P,Sbr. Kalibata Square,Jakarta Selatan,-6.255574,106.85167
B01080P,Jln. Gorontalo II,Jakarta Utara,-6.11345,106.88277
B03266P,Rusun Benhil,Jakarta Pusat,-6.201418,106.80789
B03014P,Puri Imperium,Jakarta Selatan,-6.210463,106.83229
B05478P,St. LRT Velodrome 2,Jakarta Timur,-6.192994,106.89107
B03870P,Sbr. Jln. Tebet Utara III,Jakarta Selatan,-6.225521,106.85245
B03032P,Pusdiklat Kemenag 1,Luar Jakarta,-6.312075,106.75228
B04378P,Sbr. Sekolah At Taqwa Karang Tengah,Jakarta Utara,-6.150003,106.97192
B01041P,Jln. Dewi Sinta,Jakarta Utara,-6.167442,106.91
P00005,ASMI,Jakarta Utara,-6.171797,106.8888
B03612P,Sbr. Griya Harapan Permai,Luar Jakarta,-6.183238,106.98168
B04239P,Sbr. PPKD Jaktim,Jakarta Timur,-6.247603,106.94229
B04799P,Simpang Dinkes,Jakarta Pusat,-6.170376,106.81543
B06880P,Jln. Danau Sunter Barat 2,Jakarta Utara,-6.139546,106.856814
B03328P,SD Kartika X-4,Jakarta Selatan,-6.259431,106.75611
B05969P,Budi Mulia 1,Jakarta Utara,-6.13078,106.842
B04614P,Sekolah Arraudhah,Jakarta Utara,-6.117556,106.91519
B02976P,Pospol Pengumben,Jakarta Barat,-6.216956,106.76965
B02342P,Masjid Jami Baiturrahman,Jakarta Selatan,-6.216586,106.84412
