halte_ID,halte_Name,halte_City,halteLat,halteLon
B01509P,Jln. Poncol Jaya 1,Jakarta Selatan,-6.239706,106.81889
B02886P,Pluit 1,Jakarta Utara,-6.115636,106.7909
B04664P,Sekolah Yanindo Jakarta,Jakarta Utara,-6.119479,106.86699
B02920P,Pom Bensin Mulyadi,Luar Jakarta,-6.252929,107.02303
B03265P,Rumah Sipitung,Jakarta Utara,-6.100075,106.96054
B00656P,Gongseng,Jakarta Timur,-6.326712,106.86376
B00165P,Bongkaran Tanah Abang,Jakarta Pusat,-6.189421,106.81159
B01837P,Karet Sudirman 3,Jakarta Pusat,-6.212197,106.81995
B01078P,Jln. Gempol Raya,Jakarta Timur,-6.307501,106.89495
B04475P,Sbr. SMPN 190,Jakarta Barat,-6.108313,106.70297
B04429P,Sbr. SMAN 66,Jakarta Selatan,-6.306177,106.80368
B06662P,Jln. I Gusti Ngurah Rai 1,Jakarta Timur,-6.216178,106.92742
B00235P,Cawang Soetoyo 2,Jakarta Timur,-6.245259,106.876
B04523P,Sbr. Taman Enim,Jakarta Utara,-6.11103,106.88419
B05696P,Telkomsel Cempaka Putih,Jakarta Pusat,-6.173603,106.86006
B00689P,Grand Dhika City,Luar Jakarta,-6.261877,107.01858
