halte_ID,halte_Name,halte_City,halteLat,halteLon
B05099P,Simpang Rawa Barat,Jakarta Selatan,-6.238408,106.81489
P00051,Dukuh Atas,Jakarta Selatan,-6.205702,106.82223
B03075P,Ramayana Semper,Jakarta Utara,-6.127723,106.91711
B01403P,Jln. Minyak Raya,Jakarta Selatan,-6.253372,106.83813
P00085,Jati Padang,Jakarta Selatan,-6.285431,106.82626
B03214P,RSUD Pasar Minggu,Jakarta Selatan,-6.293553,106.82083
B01517P,Jln. Pucung 1 Munggang,Jakarta Timur,-6.27934,106.85085
B00554P,Gg. Sawo 1,Jakarta Timur,-6.20176,106.93513
B00278P,City Walk Sudirman,Jakarta Pusat,-6.209468,106.81783
B05581P,Taman Buaran Indah,Jakarta Timur,-6.216979,106.92356
B02753P,Permata Hijau RS Medika 2,Jakarta Barat,-6.218114,106.777
P00191,PTC Pulo Gadung,Jakarta Timur,-6.182622,106.91561
B02239P,Masjid Al Hawi Cililitan,Jakarta Timur,-6.263505,106.86419
B03005P,Pulo Mas Residence,Jakarta Timur,-6.175379,106.88744
B05399P,South City Cinere,Luar Jakarta,-6.34504,106.767638
B03548P,Sbr. Gg. Mundu II Tengah,Jakarta Timur,-6.292947,106.86324
B06301P,Jln. Kedoya Raya,Jakarta Barat,-6.158333,106.76795
B00784P,Hutan Kota Srengseng,Jakarta Barat,-6.208678,106.76361
B06288P,Pejaten 1,Jakarta Selatan,-6.278228,106.82969
B04624P,Sekolah Charitas Pondok Labu,Jakarta Selatan,-6.305062,106.79864
B02064P,Komplek Polri Ragunan,Jakarta Selatan,-6.283756,106.81918
B05255P,SMAN 10 Bekasi,Luar Jakarta,-6.176243,106.98173
