halte_ID,halte_Name,halte_City,halteLat,halteLon
B02263P,Masjid Amar Maruf 2,Luar Jakarta,-6.255062,107.02206
B01056P,Jln. Elpa Putih II,Jakarta Utara,-6.110053,106.88721
B01529P,Jln. Puri Lingkar Dalam,Jakarta Barat,-6.184763,106.73503
B04000P,Sbr. LP Cipinang,Jakarta Timur,-6.214403,106.88451
B02737P,Perempatan Cempaka Putih Barat XXVI,Jakarta Pusat,-6.176166,106.86402
B03247P,Ruko Meruya Ilir,Jakarta Barat,-6.197437,106.75067
B00777P,Hotel Mega Anggrek,Jakarta Barat,-6.184825,106.78994
B03812P,Sbr. Jln. Pendet,Jakarta Utara,-6.172344,106.9091
B03300P,Saadatudarain,Jakarta Selatan,-6.217713,106.79229
B01724P,Jasa Marga Cililitan 2,Jakarta Timur,-6.264703,106.87224
B06723P,Sbr. PTC Pulo Gadung,Jakarta Utara,-6.182581,106.916037
B01690P,Jln. Trikora,Jakarta Timur,-6.304918,106.86567
B00943P,Jln. Bojong Raya,Jakarta Barat,-6.171085,106.72838
B06795P,Sbr. Jln. Gorda,Jakarta Timur,-6.289592,106.89572
B04776P,Simpang Cipinang Kebembem 1,Jakarta Timur,-6.207671,106.88522
B00955P,Jln. Bumi Pratama III,Jakarta Timur,-6.296434,106.87835
B04438P,Sbr. SMK 57,Jakarta Selatan,-6.291191,106.82342
B03048P,Puskesmas Kebayoran Baru,Jakarta Selatan,-6.247225,106.80572
B05942P,Gading Orchard,Jakarta Utara,-6.14963,106.92147
B03085P,Rawa Sengon,Jakarta Utara,-6.142574,106.90094
B01626P,Jln. Swasembada Barat II,Jakarta Utara,-6.126116,106.88485
B06593P,Jln. Rawa Indah 1,Jakarta Utara,-6.13756,106.91453
