halte_ID,halte_Name,halte_City,halteLat,halteLon
B05630P,Taman Modern 1,Jakarta Timur,-6.185359,106.94843
B00544P,Gg. Rukun Lingkar Timur,Jakarta Timur,-6.198644,106.94442
B01046P,Jln. Dukuh II,Jakarta Timur,-6.288462,106.87563
P00248,Tanjung Priok,Jakarta Utara,-6.10959,106.88214
P00088,Jembatan Baru,Jakarta Barat,-6.154831,106.73038
B02395P,Mediterania Garden Residences,Jakarta Barat,-6.173818,106.7882
B05201P,Simpang Tiga 2,Jakarta Timur,-6.210983,106.93935
B03574P,Sbr. Gg. Waru,Jakarta Timur,-6.305912,106.91221
B05920P,Yayasan Mambaul Ula,Jakarta Timur,-6.25935,106.8643
B06555P,Universitas Terbuka,Jakarta Timur,-6.201686,106.87294
B01352P,Jln. Mangga Cibubur,Jakarta Timur,-6.356542,106.88056
B04496P,Sbr. SMPN 48,Jakarta Selatan,-6.233648,106.78036
B03903P,Sbr. Kec. Makasar,Jakarta Timur,-6.279335,106.87881
B00231P,Carrefour Pejaten Barat,Jakarta Selatan,-6.267834,106.84529
B04066P,Sbr. Masjid Jami Fathur Ghofur,Jakarta Timur,-6.353998,106.87841
B06429P,Jln. Galur Sari X 2,Jakarta Timur,-6.200803,106.866788
