halte_ID,halte_Name,halte_City,halteLat,halteLon
P00287,Permai Koja Arah Selatan,Jakarta Utara,-6.114359,106.89314
B03277P,Rusun Kapuk Muara,Jakarta Utara,-6.135667,106.76299
B00080P,Aston Pluit 2,Jakarta Utara,-6.124268,106.79419
B04854P,Simpang Jln. Bongo Raya,Jakarta Utara,-6.170743,106.91001
B01962P,Kemenkes 1,Jakarta Selatan,-6.230706,106.83284
B04158P,Sbr. Ps. Lokbin Muria,Jakarta Selatan,-6.221093,106.83844
B00028P,Al Khairiyah School,Jakarta Timur,-6.236593,106.9176
B05783P,TPU Karet Bivak,Jakarta Pusat,-6.201241,106.814
B00209P,Bulog,Jakarta Selatan,-6.237665,106.82917
B02921P,Pomad 2,Jakarta Selatan,-6.261758,106.84311
B04648P,Sekolah PGRI Penggilingan,Jakarta Timur,-6.216995,106.933775
B05770P,Tol Kb. Jeruk 1,Jakarta Barat,-6.1902,106.7676
B02757P,Persada Purnawira Halim,Jakarta Timur,-6.259498,106.88584
B01159P,Jln. Industri III,Jakarta Pusat,-6.146214,106.83492
B01093P,Jln. H. Abdullah,Jakarta Barat,-6.221319,106.77179
B05664P,Tamini Square 2,Jakarta Timur,-6.29165,106.8809
B01681P,Jln. Timah Harapan Mulya,Jakarta Pusat,-6.171922,106.85232
B06432P,Jln. Rasamala,Jakarta Timur,-6.206328,106.871422
B05208P,Simpang Tridharma Bango Raya,Jakarta Selatan,-6.30308,106.80455
