halte_ID,halte_Name,halte_City,halteLat,halteLon
B03343P,SDN Cengkareng Timur 05,Jakarta Barat,-6.149212,106.72804
B02863P,Plaza Indonesia,Jakarta Pusat,-6.193733,106.8228
P00116,Kota Harapan Indah 1,Luar Jakarta,-6.193598,106.97335
B05812P,Tugu Proklamasi,Jakarta Pusat,-6.202606,106.847711
B01035P,Jln. Delima Raya,Jakarta Barat,-6.173827,106.78413
B02568P,Pangkalan Jati 2,Jakarta Timur,-6.247263,106.90777
B05965P,Muara Bahari,Jakarta Utara,-6.12707,106.84974
B04065P,Sbr. Masjid Jami Darussalam Pinang,Jakarta Selatan,-6.307844,106.79875
B04105P,Sbr. MTsN 20 Jakarta,Jakarta Timur,-6.2052,106.95985
B02288P,Masjid Baiturrahman 2,Luar Jakarta,-6.209473,106.61918
B04920P,Simpang Kelapa Nias Pegangsaan,Jakarta Utara,-6.154678,106.91592
