halte_ID,halte_Name,halte_City,halteLat,halteLon
B02876P,PLN Corporate University 2,Jakarta Selatan,-6.300935,106.82136
B06427P,Jln. Kemuning Raya 1,Jakarta Timur,-6.197144,106.864674
P00086,Jatinegara RS Premier,Jakarta Timur,-6.221412,106.86807
P00054,Duri Kepa,Jakarta Barat,-6.185266,106.76842
B00647P,Giant Rawamangun,Jakarta Timur,-6.199861,106.89034
P00135,Matraman 2,Jakarta Pusat,-6.19891,106.8545
B01045P,Jln. Duku Raya,Jakarta Selatan,-6.245761,106.78413
B03754P,Sbr. Jln. KH Syahdan,Jakarta Barat,-6.200674,106.78256
B02231P,Masjid Al Barkah 1,Jakarta Timur,-6.184871,106.9456
B00613P,Gempol,Jakarta Timur,-6.30729,106.89415
B02990P,Pratama Abadi,Luar Jakarta,-6.233124,106.64256
B04426P,Sbr. SMAN 5,Jakarta Pusat,-6.159405,106.86722
B01309P,Jln. Kunang Kunang 2,Luar Jakarta,-6.25692,107.02125
B04160P,Sbr. Ps. Malaka Rorotan,Jakarta Utara,-6.14046,106.95523
