halte_ID,halte_Name,halte_City,halteLat,halteLon
P00012,Bendungan Hilir,Jakarta Selatan,-6.217137,106.81528
B02144P,Lippo Mall Kramat Jati,Jakarta Timur,-6.270835,106.86741
B05318P,SMKN 48,Jakarta Timur,-6.219401,106.92361
B03603P,Sbr. Graha Delta Tengah,Jakarta Timur,-6.293006,106.8596
B06546P,Sbr. St. Manggarai,Jakarta Selatan,-6.209626,106.8504
B00252P,Cilandak Tengah,Jakarta Selatan,-6.29203,106.8021
P00057,Flyover Jatinegara,Jakarta Timur,-6.215175,106.87356
B00814P,ITC Fatmawati,Jakarta Selatan,-6.26352,106.79716
B04613P,Sekolah Anglo Rawasari,Jakarta Pusat,-6.186395,106.87293
B01691P,Jln. Tubagus Baddarudin,Jakarta Timur,-6.21249,106.89767
B03279P,Rusun Kemayoran,Jakarta Pusat,-6.153101,106.85347
B04628P,Sekolah Darussalam H. Ipin,Jakarta Selatan,-6.311351,106.79271
B02749P,Permata Eksekutif 1,Jakarta Barat,-6.216906,106.76541
B04851P,Simpang Jln. 26 Utara,Jakarta Timur,-6.238115,106.92227
B03144P,RS Islam Pondok Kopi,Jakarta Timur,-6.220062,106.93908
B02203P,Man 2 Jakarta,Jakarta Timur,-6.321342,106.88332
B00600P,Gedung Pompa Cideng Siantar,Jakarta Pusat,-6.173284,106.80669
B01064P,Jln. Gading Batavia,Jakarta Utara,-6.148939,106.90002
B01767P,Jembatan St. Jayakarta,Jakarta Pusat,-6.14233,106.82384
B02807P,Perumahan Grand Malaka Rorotan,Jakarta Utara,-6.148925,106.95577
B05052P,Simpang Ps. Warakas 3,Jakarta Utara,-6.115511,106.87993
B01258P,Jln. Kemandoran VI Grogol Utara,Jakarta Selatan,-6.208236,106.78331
B00526P,Gg. P Pertamina Marunda,Jakarta Utara,-6.120683,106.95709
B05699P,Teraskota,Luar Jakarta,-6.295262,106.66658
