halte_ID,halte_Name,halte_City,halteLat,halteLon
B01745P,Jembatan Item,Jakarta Utara,-6.130078,106.85492
B06277P,Jln.Tebet Barat V,Jakarta Selatan,-6.233937,106.8477
P00168,Penas Kalimalang,Jakarta Timur,-6.23907,106.878
B05701P,Term. BSD,Luar Jakarta,-6.306375,106.68536
B03789P,Sbr. Jln. Melur Tugu VI,Jakarta Utara,-6.124483,106.90789
B01715P,Jln. Wr Supratman,Luar Jakarta,-6.305661,106.75749
B02720P,Pemadam Tj. Duren,Jakarta Barat,-6.17371,106.78793
B03662P,Sbr. Jln. Bumi Sutera Cibubur,Jakarta Timur,-6.35043,106.87757
B00498P,Gg. Koperasi Ciracas,Jakarta Timur,-6.327325,106.86902
B02015P,Komplek Abadi 1,Jakarta Timur,-6.229617,106.90793
B06533P,Jln. Bujana Tirta Raya 2,Jakarta Timur,-6.205537,106.87659
B01201P,Jln. Kapuk 2,Jakarta Timur,-6.216186,106.90024
B01631P,Jln. Swasembada Barat VIII,Jakarta Utara,-6.123894,106.88502
B02010P,Kolong Tol Jakarta Serpong 2,Jakarta Selatan,-6.256039,106.76062
B02726P,Pengadegan Barat III,Jakarta Selatan,-6.250035,106.85296
B02515P,Mushola At Taufiq,Jakarta Timur,-6.261415,106.86704
B03439P,Sbr. Airy Eco Binus,Jakarta Barat,-6.195238,106.78878
B05524P,STIE IBEK,Jakarta Barat,-6.173256,106.7977
B03246P,Ruko Mega Grosir Cempaka Mas,Jakarta Pusat,-6.167009,106.87376
B05618P,Taman Malaka Selatan 2,Jakarta Timur,-6.232454,106.93131
B00721P,Gunung Sahari Mangga Dua Barat,Jakarta Utara,-6.137083,106.83229
B05647P,Taman Resort Mediterania,Jakarta Utara,-6.117276,106.77326
P00141,Pakin,Jakarta Utara,-6.127982,106.80474
B05186P,Simpang Tebet Barat Raya,Jakarta Selatan,-6.23012,106.85121
B03034P,Pusdiklat Pajak Jln. Sakti IV,Jakarta Barat,-6.188239,106.78441
B01714P,Jln. Wisma Semar,Jakarta Selatan,-6.310604,106.80571
