halte_ID,halte_Name,halte_City,halteLat,halteLon
B04101P,Sbr. MNC Center,Jakarta Pusat,-6.182744,106.83084
P00007,Balai Kota,Jakarta Pusat,-6.180488,106.82646
P00127,Layur,Jakarta Timur,-6.193539,106.89909
B01334P,Jln. Madrasah I Bojong Raya,Jakarta Barat,-6.168523,106.7341
B06667P,Kodim 0505 2,Jakarta Timur,-6.212305,106.94717
B01859P,Kebayoran Baru Velbak 1,Jakarta Selatan,-6.239561,106.78532
B00823P,Jagal 2,Jakarta Timur,-6.190792,106.93472
B01464P,Jln. Pelepah Elok VIII,Jakarta Utara,-6.149005,106.90064
B03086P,Raya Bekasi Pulo Gebang 1,Jakarta Timur,-6.187709,106.96005
B03857P,Sbr. Jln. Sunter Jaya VI,Jakarta Utara,-6.160574,106.87244
B02457P,Minimarket Benda Raya 1,Jakarta Barat,-6.104146,106.70914
B03821P,Sbr. Jln. Primanota,Jakarta Utara,-6.167907,106.9111
B00253P,Cilandak Town Square,Jakarta Selatan,-6.291991,106.79967
B00702P,Greenlife Ciracas,Jakarta Timur,-6.327194,106.88265
