halte_ID,halte_Name,halte_City,halteLat,halteLon
B00248P,Cibubur Junction,Jakarta Timur,-6.368735,106.89366
B00105P,Balai Sudirman,Jakarta Selatan,-6.227043,106.84742
B03201P,RSPAD 3,Jakarta Pusat,-6.175462,106.83922
B00906P,Jln. Batas II Baru,Jakarta Timur,-6.329867,106.85238
B01532P,Jln. Rama IX,Jakarta Timur,-6.299269,106.90856
B05116P,Simpang Raya Condet Batu Ampar,Jakarta Timur,-6.28409,106.85556
B00588P,GBI Sungai Yordan,Jakarta Barat,-6.166828,106.7698
B00785P,IBI-K 57,Jakarta Selatan,-6.334036,106.833
B02979P,Pospol Taman Aries,Jakarta Barat,-6.195419,106.7442
B05007P,Simpang Melur Tugu,Jakarta Utara,-6.122641,106.90796
B01881P,Kec. Pasar Minggu,Jakarta Selatan,-6.285563,106.8353
B04401P,Sbr. Sekolah Yanindo Jakarta,Jakarta Utara,-6.119485,106.86672
B05374P,SMPN 235,Jakarta Selatan,-6.254954,106.75651
B01861P,Kb. Baru,Jakarta Utara,-6.115869,106.92448
B00373P,Flyover Slipi Kemanggisan,Jakarta Barat,-6.189613,106.79742
B03533P,Sbr. Gg. H. Mesir,Jakarta Selatan,-6.337621,106.81568
B05865P,Waduk Setiabudi Jln. Gembira,Jakarta Selatan,-6.205469,106.82993
B01843P,Kav Agraria Duren Sawit,Jakarta Timur,-6.247691,106.91204
B00263P,Cipinang Indah,Jakarta Timur,-6.22943,106.89116
B02258P,Masjid Al Murtamiyyah Marunda,Jakarta Utara,-6.107261,106.96159
B04071P,Sbr. Masjid Nurul Falah Grogol,Jakarta Barat,-6.170757,106.78477
B03718P,Sbr. Jln. H. Mawar Sunter,Jakarta Utara,-6.157892,106.8677
B03438P,Sbr. Agrowisata Cilangkap,Jakarta Timur,-6.339822,106.90147
