halte_ID,halte_Name,halte_City,halteLat,halteLon
B05450P,St. Jayakarta 2,Jakarta Pusat,-6.140453,106.82291
B00472P,Gg. H. Mesir,Jakarta Selatan,-6.337868,106.81624
B06736P,Jln. Pakubuwono VI,Jakarta Selatan,-6.239586,106.786544
B01407P,Jln. Mujair Raya,Jakarta Selatan,-6.299485,106.83347
B04280P,Sbr. RS Gading Pluit,Jakarta Utara,-6.166641,106.91542
B05521P,STIAMI 2,Luar Jakarta,-6.377369,106.83281
B05890P,Wisma Mandiri,Jakarta Pusat,-6.18372,106.82322
B00971P,Jln. Cakrawala,Jakarta Timur,-6.264083,106.88424
B03097P,Rest Area TMII,Jakarta Timur,-6.29467,106.8812
B00861P,Jln. Angkasa Bundaran Kemayoran,Jakarta Pusat,-6.156032,106.85067
B02589P,Ps. BKT Rorotan IX,Jakarta Timur,-6.154535,106.96958
B06563P,Sbr. Baywalk 2,Jakarta Utara,-6.110582,106.77963
B06431P,SDN Utan Kayu Selatan 23 Pagi,Jakarta Timur,-6.203858,106.87078
B01255P,Jln. Kel. Raya,Jakarta Timur,-6.229105,106.91435
B01358P,Jln. Manggis Pangeran Jayakarta,Jakarta Barat,-6.139865,106.8203
B02745P,Perlintasan KA Rajawali,Jakarta Pusat,-6.147838,106.83729
B01722P,Janur Kuning Residence,Jakarta Utara,-6.163191,106.90349
B03623P,Sbr. Institut Teknologi Budi Utomo,Jakarta Timur,-6.221694,106.93904
B04653P,Sekolah Remaja Sungai Bambu,Jakarta Utara,-6.1262,106.88414
